book_title,image_path
9780141500577-1-,C:\Users\HP USER\.cache\kagglehub\datasets\thomaskonstantin\6000-children-and-teen-book-covers\versions\1\BookCovers\9780141500577-1-.jpg
9780141501109-1-,C:\Users\HP USER\.cache\kagglehub\datasets\thomaskonstantin\6000-children-and-teen-book-covers\versions\1\BookCovers\9780141501109-1-.jpg
9780141502410-1-,C:\Users\HP USER\.cache\kagglehub\datasets\thomaskonstantin\6000-children-and-teen-book-covers\versions\1\BookCovers\9780141502410-1-.jpg
9780192727138-1-,C:\Users\HP USER\.cache\kagglehub\datasets\thomaskonstantin\6000-children-and-teen-book-covers\versions\1\BookCovers\9780192727138-1-.jpg
9780192728395-1-,C:\Users\HP USER\.cache\kagglehub\datasets\thomaskonstantin\6000-children-and-teen-book-covers\versions\1\BookCovers\9780192728395-1-.jpg
9780192732347-1-,C:\Users\HP USER\.cache\kagglehub\datasets\thomaskonstantin\6000-children-and-teen-book-covers\versions\1\BookCovers\9780192732347-1-.jpg
9780192733191-1-,C:\Users\HP USER\.cache\kagglehub\datasets\thomaskonstantin\6000-children-and-teen-book-covers\versions\1\BookCovers\9780192733191-1-.jpg
9780192733207,C:\Users\HP USER\.cache\kagglehub\datasets\thomaskonstantin\6000-children-and-teen-book-covers\versions\1\BookCovers\9780192733207.jpg
9780192733672-1-,C:\Users\HP USER\.cache\kagglehub\datasets\thomaskonstantin\6000-children-and-teen-book-covers\versions\1\BookCovers\9780192733672-1-.jpg
9780192734495-1-,C:\Users\HP USER\.cache\kagglehub\datasets\thomaskonstantin\6000-children-and-teen-book-covers\versions\1\BookCovers\9780192734495-1-.jpg
9780192734556-1-,C:\Users\HP USER\.cache\kagglehub\datasets\thomaskonstantin\6000-children-and-teen-book-covers\versions\1\BookCovers\9780192734556-1-.jpg
9780192743480,C:\Users\HP USER\.cache\kagglehub\datasets\thomaskonstantin\6000-children-and-teen-book-covers\versions\1\BookCovers\9780192743480.jpg
9780192745453,C:\Users\HP USER\.cache\kagglehub\datasets\thomaskonstantin\6000-children-and-teen-book-covers\versions\1\BookCovers\9780192745453.jpg
9780192745460-1-,C:\Users\HP USER\.cache\kagglehub\datasets\thomaskonstantin\6000-children-and-teen-book-covers\versions\1\BookCovers\9780192745460-1-.jpg
9780192753922-1-,C:\Users\HP USER\.cache\kagglehub\datasets\thomaskonstantin\6000-children-and-teen-book-covers\versions\1\BookCovers\9780192753922-1-.jpg
9780192756268-1-,C:\Users\HP USER\.cache\kagglehub\datasets\thomaskonstantin\6000-children-and-teen-book-covers\versions\1\BookCovers\9780192756268-1-.jpg
9780192756794-1-,C:\Users\HP USER\.cache\kagglehub\datasets\thomaskonstantin\6000-children-and-teen-book-covers\versions\1\BookCovers\9780192756794-1-.jpg
9780192757135-1-,C:\Users\HP USER\.cache\kagglehub\datasets\thomaskonstantin\6000-children-and-teen-book-covers\versions\1\BookCovers\9780192757135-1-.jpg
9780192757159-1-,C:\Users\HP USER\.cache\kagglehub\datasets\thomaskonstantin\6000-children-and-teen-book-covers\versions\1\BookCovers\9780192757159-1-.jpg
9780192757913-1-,C:\Users\HP USER\.cache\kagglehub\datasets\thomaskonstantin\6000-children-and-teen-book-covers\versions\1\BookCovers\9780192757913-1-.jpg
9780192758279-1-,C:\Users\HP USER\.cache\kagglehub\datasets\thomaskonstantin\6000-children-and-teen-book-covers\versions\1\BookCovers\9780192758279-1-.jpg
9780192758361,C:\Users\HP USER\.cache\kagglehub\datasets\thomaskonstantin\6000-children-and-teen-book-covers\versions\1\BookCovers\9780192758361.jpg
9780192758415,C:\Users\HP USER\.cache\kagglehub\datasets\thomaskonstantin\6000-children-and-teen-book-covers\versions\1\BookCovers\9780192758415.jpg
9780192763273-1-,C:\Users\HP USER\.cache\kagglehub\datasets\thomaskonstantin\6000-children-and-teen-book-covers\versions\1\BookCovers\9780192763273-1-.jpg
9780192780188-1-,C:\Users\HP USER\.cache\kagglehub\datasets\thomaskonstantin\6000-children-and-teen-book-covers\versions\1\BookCovers\9780192780188-1-.jpg
9780192793096-1-,C:\Users\HP USER\.cache\kagglehub\datasets\thomaskonstantin\6000-children-and-teen-book-covers\versions\1\BookCovers\9780192793096-1-.jpg
9780192793102-1-,C:\Users\HP USER\.cache\kagglehub\datasets\thomaskonstantin\6000-children-and-teen-book-covers\versions\1\BookCovers\9780192793102-1-.jpg
9780192793539-1-,C:\Users\HP USER\.cache\kagglehub\datasets\thomaskonstantin\6000-children-and-teen-book-covers\versions\1\BookCovers\9780192793539-1-.jpg
9780192794635-1-,C:\Users\HP USER\.cache\kagglehub\datasets\thomaskonstantin\6000-children-and-teen-book-covers\versions\1\BookCovers\9780192794635-1-.jpg
9780199137381-1-,C:\Users\HP USER\.cache\kagglehub\datasets\thomaskonstantin\6000-children-and-teen-book-covers\versions\1\BookCovers\9780199137381-1-.jpg
9780224045209-1-,C:\Users\HP USER\.cache\kagglehub\datasets\thomaskonstantin\6000-children-and-teen-book-covers\versions\1\BookCovers\9780224045209-1-.jpg
9780224083713-1-,C:\Users\HP USER\.cache\kagglehub\datasets\thomaskonstantin\6000-children-and-teen-book-covers\versions\1\BookCovers\9780224083713-1-.jpg
9780224089081,C:\Users\HP USER\.cache\kagglehub\datasets\thomaskonstantin\6000-children-and-teen-book-covers\versions\1\BookCovers\9780224089081.jpg
9780224090841,C:\Users\HP USER\.cache\kagglehub\datasets\thomaskonstantin\6000-children-and-teen-book-covers\versions\1\BookCovers\9780224090841.jpg
9780224090964-1-,C:\Users\HP USER\.cache\kagglehub\datasets\thomaskonstantin\6000-children-and-teen-book-covers\versions\1\BookCovers\9780224090964-1-.jpg
9780224096089,C:\Users\HP USER\.cache\kagglehub\datasets\thomaskonstantin\6000-children-and-teen-book-covers\versions\1\BookCovers\9780224096089.jpg
9780224096690,C:\Users\HP USER\.cache\kagglehub\datasets\thomaskonstantin\6000-children-and-teen-book-covers\versions\1\BookCovers\9780224096690.jpg
9780230017948,C:\Users\HP USER\.cache\kagglehub\datasets\thomaskonstantin\6000-children-and-teen-book-covers\versions\1\BookCovers\9780230017948.jpg
9780230529229-1-,C:\Users\HP USER\.cache\kagglehub\datasets\thomaskonstantin\6000-children-and-teen-book-covers\versions\1\BookCovers\9780230529229-1-.jpg
9780230714021-1-,C:\Users\HP USER\.cache\kagglehub\datasets\thomaskonstantin\6000-children-and-teen-book-covers\versions\1\BookCovers\9780230714021-1-.jpg
9780230738003-1-,C:\Users\HP USER\.cache\kagglehub\datasets\thomaskonstantin\6000-children-and-teen-book-covers\versions\1\BookCovers\9780230738003-1-.jpg
9780230741041-1-,C:\Users\HP USER\.cache\kagglehub\datasets\thomaskonstantin\6000-children-and-teen-book-covers\versions\1\BookCovers\9780230741041-1-.jpg
9780230745377-1-,C:\Users\HP USER\.cache\kagglehub\datasets\thomaskonstantin\6000-children-and-teen-book-covers\versions\1\BookCovers\9780230745377-1-.jpg
9780230747722-1-,C:\Users\HP USER\.cache\kagglehub\datasets\thomaskonstantin\6000-children-and-teen-book-covers\versions\1\BookCovers\9780230747722-1-.jpg
9780230748460-1-,C:\Users\HP USER\.cache\kagglehub\datasets\thomaskonstantin\6000-children-and-teen-book-covers\versions\1\BookCovers\9780230748460-1-.jpg
9780230749511-1-,C:\Users\HP USER\.cache\kagglehub\datasets\thomaskonstantin\6000-children-and-teen-book-covers\versions\1\BookCovers\9780230749511-1-.jpg
9780230749535-1-,C:\Users\HP USER\.cache\kagglehub\datasets\thomaskonstantin\6000-children-and-teen-book-covers\versions\1\BookCovers\9780230749535-1-.jpg
9780230751958-1-,C:\Users\HP USER\.cache\kagglehub\datasets\thomaskonstantin\6000-children-and-teen-book-covers\versions\1\BookCovers\9780230751958-1-.jpg
9780230753136-1-,C:\Users\HP USER\.cache\kagglehub\datasets\thomaskonstantin\6000-children-and-teen-book-covers\versions\1\BookCovers\9780230753136-1-.jpg
9780230757431-1-,C:\Users\HP USER\.cache\kagglehub\datasets\thomaskonstantin\6000-children-and-teen-book-covers\versions\1\BookCovers\9780230757431-1-.jpg
9780230757738-1-,C:\Users\HP USER\.cache\kagglehub\datasets\thomaskonstantin\6000-children-and-teen-book-covers\versions\1\BookCovers\9780230757738-1-.jpg
9780230757745-1-,C:\Users\HP USER\.cache\kagglehub\datasets\thomaskonstantin\6000-children-and-teen-book-covers\versions\1\BookCovers\9780230757745-1-.jpg
9780230762961-1-,C:\Users\HP USER\.cache\kagglehub\datasets\thomaskonstantin\6000-children-and-teen-book-covers\versions\1\BookCovers\9780230762961-1-.jpg
9780230764811-1-,C:\Users\HP USER\.cache\kagglehub\datasets\thomaskonstantin\6000-children-and-teen-book-covers\versions\1\BookCovers\9780230764811-1-.jpg
9780230769885-1-,C:\Users\HP USER\.cache\kagglehub\datasets\thomaskonstantin\6000-children-and-teen-book-covers\versions\1\BookCovers\9780230769885-1-.jpg
9780241955208-1-,C:\Users\HP USER\.cache\kagglehub\datasets\thomaskonstantin\6000-children-and-teen-book-covers\versions\1\BookCovers\9780241955208-1-.jpg
9780261103573-1-,C:\Users\HP USER\.cache\kagglehub\datasets\thomaskonstantin\6000-children-and-teen-book-covers\versions\1\BookCovers\9780261103573-1-.jpg
9780330399081-1-,C:\Users\HP USER\.cache\kagglehub\datasets\thomaskonstantin\6000-children-and-teen-book-covers\versions\1\BookCovers\9780330399081-1-.jpg
9780330435642-1-,C:\Users\HP USER\.cache\kagglehub\datasets\thomaskonstantin\6000-children-and-teen-book-covers\versions\1\BookCovers\9780330435642-1-.jpg
9780330452090-1-,C:\Users\HP USER\.cache\kagglehub\datasets\thomaskonstantin\6000-children-and-teen-book-covers\versions\1\BookCovers\9780330452090-1-.jpg
9780330472012,C:\Users\HP USER\.cache\kagglehub\datasets\thomaskonstantin\6000-children-and-teen-book-covers\versions\1\BookCovers\9780330472012.jpg
9780330507554-1-,C:\Users\HP USER\.cache\kagglehub\datasets\thomaskonstantin\6000-children-and-teen-book-covers\versions\1\BookCovers\9780330507554-1-.jpg
9780330512282-1-,C:\Users\HP USER\.cache\kagglehub\datasets\thomaskonstantin\6000-children-and-teen-book-covers\versions\1\BookCovers\9780330512282-1-.jpg
9780330512855-1-,C:\Users\HP USER\.cache\kagglehub\datasets\thomaskonstantin\6000-children-and-teen-book-covers\versions\1\BookCovers\9780330512855-1-.jpg
9780330517928-1-,C:\Users\HP USER\.cache\kagglehub\datasets\thomaskonstantin\6000-children-and-teen-book-covers\versions\1\BookCovers\9780330517928-1-.jpg
9780330537896-1-,C:\Users\HP USER\.cache\kagglehub\datasets\thomaskonstantin\6000-children-and-teen-book-covers\versions\1\BookCovers\9780330537896-1-.jpg
9780330544030-1-,C:\Users\HP USER\.cache\kagglehub\datasets\thomaskonstantin\6000-children-and-teen-book-covers\versions\1\BookCovers\9780330544030-1-.jpg
9780330545273-1-,C:\Users\HP USER\.cache\kagglehub\datasets\thomaskonstantin\6000-children-and-teen-book-covers\versions\1\BookCovers\9780330545273-1-.jpg
9780333966259-1-,C:\Users\HP USER\.cache\kagglehub\datasets\thomaskonstantin\6000-children-and-teen-book-covers\versions\1\BookCovers\9780333966259-1-.jpg
9780340844106-1-,C:\Users\HP USER\.cache\kagglehub\datasets\thomaskonstantin\6000-children-and-teen-book-covers\versions\1\BookCovers\9780340844106-1-.jpg
9780340883723-1-,C:\Users\HP USER\.cache\kagglehub\datasets\thomaskonstantin\6000-children-and-teen-book-covers\versions\1\BookCovers\9780340883723-1-.jpg
9780340893296-1-,C:\Users\HP USER\.cache\kagglehub\datasets\thomaskonstantin\6000-children-and-teen-book-covers\versions\1\BookCovers\9780340893296-1-.jpg
9780340893609-1-,C:\Users\HP USER\.cache\kagglehub\datasets\thomaskonstantin\6000-children-and-teen-book-covers\versions\1\BookCovers\9780340893609-1-.jpg
9780340944950-1-,C:\Users\HP USER\.cache\kagglehub\datasets\thomaskonstantin\6000-children-and-teen-book-covers\versions\1\BookCovers\9780340944950-1-.jpg
9780340950654-1-,C:\Users\HP USER\.cache\kagglehub\datasets\thomaskonstantin\6000-children-and-teen-book-covers\versions\1\BookCovers\9780340950654-1-.jpg
9780340969939-1-,C:\Users\HP USER\.cache\kagglehub\datasets\thomaskonstantin\6000-children-and-teen-book-covers\versions\1\BookCovers\9780340969939-1-.jpg
9780340970089-1-,C:\Users\HP USER\.cache\kagglehub\datasets\thomaskonstantin\6000-children-and-teen-book-covers\versions\1\BookCovers\9780340970089-1-.jpg
9780340981641-1-,C:\Users\HP USER\.cache\kagglehub\datasets\thomaskonstantin\6000-children-and-teen-book-covers\versions\1\BookCovers\9780340981641-1-.jpg
9780340988374-1-,C:\Users\HP USER\.cache\kagglehub\datasets\thomaskonstantin\6000-children-and-teen-book-covers\versions\1\BookCovers\9780340988374-1-.jpg
9780340997680-1-,C:\Users\HP USER\.cache\kagglehub\datasets\thomaskonstantin\6000-children-and-teen-book-covers\versions\1\BookCovers\9780340997680-1-.jpg
9780340999202-1-,C:\Users\HP USER\.cache\kagglehub\datasets\thomaskonstantin\6000-children-and-teen-book-covers\versions\1\BookCovers\9780340999202-1-.jpg
9780340999356-1-,C:\Users\HP USER\.cache\kagglehub\datasets\thomaskonstantin\6000-children-and-teen-book-covers\versions\1\BookCovers\9780340999356-1-.jpg
9780340999615-1-,C:\Users\HP USER\.cache\kagglehub\datasets\thomaskonstantin\6000-children-and-teen-book-covers\versions\1\BookCovers\9780340999615-1-.jpg
9780349124209,C:\Users\HP USER\.cache\kagglehub\datasets\thomaskonstantin\6000-children-and-teen-book-covers\versions\1\BookCovers\9780349124209.jpg
9780370332109-1-,C:\Users\HP USER\.cache\kagglehub\datasets\thomaskonstantin\6000-children-and-teen-book-covers\versions\1\BookCovers\9780370332109-1-.jpg
9780370332345-1-,C:\Users\HP USER\.cache\kagglehub\datasets\thomaskonstantin\6000-children-and-teen-book-covers\versions\1\BookCovers\9780370332345-1-.jpg
9780370332369-1-,C:\Users\HP USER\.cache\kagglehub\datasets\thomaskonstantin\6000-children-and-teen-book-covers\versions\1\BookCovers\9780370332369-1-.jpg
9780385613590-1-,C:\Users\HP USER\.cache\kagglehub\datasets\thomaskonstantin\6000-children-and-teen-book-covers\versions\1\BookCovers\9780385613590-1-.jpg
9780385617055-1-,C:\Users\HP USER\.cache\kagglehub\datasets\thomaskonstantin\6000-children-and-teen-book-covers\versions\1\BookCovers\9780385617055-1-.jpg
9780385617413,C:\Users\HP USER\.cache\kagglehub\datasets\thomaskonstantin\6000-children-and-teen-book-covers\versions\1\BookCovers\9780385617413.jpg
9780385617437,C:\Users\HP USER\.cache\kagglehub\datasets\thomaskonstantin\6000-children-and-teen-book-covers\versions\1\BookCovers\9780385617437.jpg
9780385617673-1-,C:\Users\HP USER\.cache\kagglehub\datasets\thomaskonstantin\6000-children-and-teen-book-covers\versions\1\BookCovers\9780385617673-1-.jpg
9780385618663-1-,C:\Users\HP USER\.cache\kagglehub\datasets\thomaskonstantin\6000-children-and-teen-book-covers\versions\1\BookCovers\9780385618663-1-.jpg
9780385618922-1-,C:\Users\HP USER\.cache\kagglehub\datasets\thomaskonstantin\6000-children-and-teen-book-covers\versions\1\BookCovers\9780385618922-1-.jpg
9780385618939-1-,C:\Users\HP USER\.cache\kagglehub\datasets\thomaskonstantin\6000-children-and-teen-book-covers\versions\1\BookCovers\9780385618939-1-.jpg
9780440866541,C:\Users\HP USER\.cache\kagglehub\datasets\thomaskonstantin\6000-children-and-teen-book-covers\versions\1\BookCovers\9780440866541.jpg
9780440866961,C:\Users\HP USER\.cache\kagglehub\datasets\thomaskonstantin\6000-children-and-teen-book-covers\versions\1\BookCovers\9780440866961.jpg
9780440870043-1-,C:\Users\HP USER\.cache\kagglehub\datasets\thomaskonstantin\6000-children-and-teen-book-covers\versions\1\BookCovers\9780440870043-1-.jpg
9780440870159,C:\Users\HP USER\.cache\kagglehub\datasets\thomaskonstantin\6000-children-and-teen-book-covers\versions\1\BookCovers\9780440870159.jpg
9780552546409-1-,C:\Users\HP USER\.cache\kagglehub\datasets\thomaskonstantin\6000-children-and-teen-book-covers\versions\1\BookCovers\9780552546409-1-.jpg
9780552551687,C:\Users\HP USER\.cache\kagglehub\datasets\thomaskonstantin\6000-children-and-teen-book-covers\versions\1\BookCovers\9780552551687.jpg
9780552556224,C:\Users\HP USER\.cache\kagglehub\datasets\thomaskonstantin\6000-children-and-teen-book-covers\versions\1\BookCovers\9780552556224.jpg
9780552559614,C:\Users\HP USER\.cache\kagglehub\datasets\thomaskonstantin\6000-children-and-teen-book-covers\versions\1\BookCovers\9780552559614.jpg
9780552560351-1-,C:\Users\HP USER\.cache\kagglehub\datasets\thomaskonstantin\6000-children-and-teen-book-covers\versions\1\BookCovers\9780552560351-1-.jpg
9780552560740-1-,C:\Users\HP USER\.cache\kagglehub\datasets\thomaskonstantin\6000-children-and-teen-book-covers\versions\1\BookCovers\9780552560740-1-.jpg
9780552560979-1-,C:\Users\HP USER\.cache\kagglehub\datasets\thomaskonstantin\6000-children-and-teen-book-covers\versions\1\BookCovers\9780552560979-1-.jpg
9780552561204-1-,C:\Users\HP USER\.cache\kagglehub\datasets\thomaskonstantin\6000-children-and-teen-book-covers\versions\1\BookCovers\9780552561204-1-.jpg
9780552561693-1-,C:\Users\HP USER\.cache\kagglehub\datasets\thomaskonstantin\6000-children-and-teen-book-covers\versions\1\BookCovers\9780552561693-1-.jpg
9780552563017-1-,C:\Users\HP USER\.cache\kagglehub\datasets\thomaskonstantin\6000-children-and-teen-book-covers\versions\1\BookCovers\9780552563017-1-.jpg
9780552563024-1-,C:\Users\HP USER\.cache\kagglehub\datasets\thomaskonstantin\6000-children-and-teen-book-covers\versions\1\BookCovers\9780552563024-1-.jpg
9780552563666-1-,C:\Users\HP USER\.cache\kagglehub\datasets\thomaskonstantin\6000-children-and-teen-book-covers\versions\1\BookCovers\9780552563666-1-.jpg
9780552563703-1-,C:\Users\HP USER\.cache\kagglehub\datasets\thomaskonstantin\6000-children-and-teen-book-covers\versions\1\BookCovers\9780552563703-1-.jpg
9780552564328-1-,C:\Users\HP USER\.cache\kagglehub\datasets\thomaskonstantin\6000-children-and-teen-book-covers\versions\1\BookCovers\9780552564328-1-.jpg
9780552564830,C:\Users\HP USER\.cache\kagglehub\datasets\thomaskonstantin\6000-children-and-teen-book-covers\versions\1\BookCovers\9780552564830.jpg
9780552564915-2-,C:\Users\HP USER\.cache\kagglehub\datasets\thomaskonstantin\6000-children-and-teen-book-covers\versions\1\BookCovers\9780552564915-2-.jpg
9780552565387-1-,C:\Users\HP USER\.cache\kagglehub\datasets\thomaskonstantin\6000-children-and-teen-book-covers\versions\1\BookCovers\9780552565387-1-.jpg
9780552565417-1-,C:\Users\HP USER\.cache\kagglehub\datasets\thomaskonstantin\6000-children-and-teen-book-covers\versions\1\BookCovers\9780552565417-1-.jpg
9780552565783-1-,C:\Users\HP USER\.cache\kagglehub\datasets\thomaskonstantin\6000-children-and-teen-book-covers\versions\1\BookCovers\9780552565783-1-.jpg
9780552565974,C:\Users\HP USER\.cache\kagglehub\datasets\thomaskonstantin\6000-children-and-teen-book-covers\versions\1\BookCovers\9780552565974.jpg
9780552566070-1-,C:\Users\HP USER\.cache\kagglehub\datasets\thomaskonstantin\6000-children-and-teen-book-covers\versions\1\BookCovers\9780552566070-1-.jpg
9780552566117-1-,C:\Users\HP USER\.cache\kagglehub\datasets\thomaskonstantin\6000-children-and-teen-book-covers\versions\1\BookCovers\9780552566117-1-.jpg
9780552566148,C:\Users\HP USER\.cache\kagglehub\datasets\thomaskonstantin\6000-children-and-teen-book-covers\versions\1\BookCovers\9780552566148.jpg
